year DOY HR MN      v     d      beta     ma 
2018  72  2 46   345.0   6.97   3.95  12.8
2018  72  2 47   346.8   6.94   4.09  13.2
2018  72  2 48   349.7   6.94   4.03  13.3
2018  72  2 49   350.0   6.88   3.93  13.1
2018  72  2 50   349.7   6.75   3.61  12.5
2018  72  2 51   348.4   6.88   3.66  12.6
2018  72  2 52   348.4   6.88   3.53  12.3
2018  72  2 53   348.4   6.88   3.45  12.2
2018  72  2 54   349.5   6.75   3.35  12.1
2018  72  2 55   348.9   6.69   3.11  11.8
2018  72  2 56   348.5   6.57   3.02  11.6
2018  72  2 57   350.7   6.35   2.98  11.5
2018  72  2 58   350.1   6.39   2.86  11.4
2018  72  2 59   350.0   6.39   2.84  11.4
2018  72  3  0 99999.9 999.99 999.99 999.9
2018  72  3  1   348.9   6.15   2.78  11.2
2018  72  3  2   348.2   6.04   2.79  11.2
2018  72  3  3   349.9   6.26   2.88  11.5
2018  72  3  4   350.3   6.29   2.96  11.6
2018  72  3  5   350.0   6.30   3.12  11.8
2018  72  3  6   349.6   6.24   3.08  11.7
2018  72  3  7   349.5   6.00   2.79  11.4
2018  72  3  8   351.2   6.22   2.98  11.6
2018  72  3  9   350.8   6.29   2.95  11.5
2018  72  3 10   348.7   6.27   2.92  11.5
2018  72  3 11   350.2   6.51   3.17  12.0
2018  72  3 12   350.7   6.45   3.13  12.0
2018  72  3 13   350.6   6.43   3.13  11.9
2018  72  3 14   350.1   6.45   3.20  11.8
2018  72  3 15 99999.9 999.99 999.99 999.9
2018  72  3 16 99999.9 999.99 999.99 999.9
2018  72  3 17   348.5   5.61   2.24  10.1
2018  72  3 18   348.5   5.61   2.26  10.2
2018  72  3 19   345.9   5.62   2.24  10.1
2018  72  3 20   347.2   5.51   2.19  10.0
2018  72  3 21   349.3   5.38   2.17  10.0
2018  72  3 22   349.3   5.38   2.18  10.0
2018  72  3 23   348.6   5.50   2.22  10.1
2018  72  3 24   348.7   5.49   2.20  10.1
2018  72  3 25   349.1   5.43   2.18  10.0
2018  72  3 26   349.1   5.43   2.18  10.0
2018  72  3 27   349.2   5.61   2.27  10.2
2018  72  3 28   349.7   5.26   2.09   9.9
2018  72  3 29   350.0   5.10   2.03   9.8
2018  72  3 30 99999.9 999.99 999.99 999.9
2018  72  3 31   350.1   5.16   2.14  10.0
2018  72  3 32   350.1   5.16   2.49  10.8
2018  72  3 33   350.2   5.48   3.07  11.8
2018  72  3 34   350.6   5.82   3.59  12.5
2018  72  3 35   351.1   6.17   3.86  12.7
2018  72  3 36 99999.9 999.99 999.99 999.9
2018  72  3 37 99999.9 999.99 999.99 999.9
2018  72  3 38 99999.9 999.99 999.99 999.9
2018  72  3 39   350.8   6.01   3.74  12.9
2018  72  3 40   350.7   5.81   3.26  12.1
2018  72  3 41   351.5   5.68   3.17  11.9
2018  72  3 42   351.4   5.80   3.16  11.9
2018  72  3 43   352.2   5.74   3.12  11.8
2018  72  3 44   351.2   5.60   2.96  11.4
2018  72  3 45   351.2   5.24   2.64  10.9
2018  72  3 46   351.2   5.23   2.54  10.7
2018  72  3 47   352.2   5.68   2.88  11.4
2018  72  3 48   351.9   5.65   2.86  11.3
2018  72  3 49   349.7   5.40   3.28  12.1
2018  72  3 50   358.7   5.47   2.84  11.7
2018  72  3 51   362.2   5.53   2.85  12.0
2018  72  3 52   359.9   5.63   2.60  11.6
2018  72  3 53   359.8   5.64   2.51  11.4
2018  72  3 54   358.1   5.82   2.62  11.5
2018  72  3 55   357.7   5.84   2.69  11.6
2018  72  3 56   357.0   5.89   2.60  11.4
2018  72  3 57   357.6   5.87   2.69  11.6
2018  72  3 58   357.2   6.12   2.89  11.9
2018  72  3 59   356.0   6.06   2.99  12.0
2018  72  4  0   354.5   5.90   2.95  11.7
2018  72  4  1   356.0   5.70   3.30  12.5
2018  72  4  2   356.2   5.67   3.54  12.9
2018  72  4  3   352.1   6.16   4.41  13.7
2018  72  4  4   352.1   6.16   3.84  12.7
2018  72  4  5 99999.9 999.99 999.99 999.9
2018  72  4  6   358.1   5.54   2.63  11.4
2018  72  4  7   358.1   5.54   2.84  11.8
2018  72  4  8   356.4   5.75   2.81  11.6
2018  72  4  9   356.4   5.75   2.73  11.5
2018  72  4 10   356.4   5.75   2.90  11.8
2018  72  4 11 99999.9 999.99 999.99 999.9
2018  72  4 12   357.5   5.79   2.78  11.7
2018  72  4 13   357.5   5.79   2.97  12.1
2018  72  4 14   357.5   5.79   3.13  12.4
2018  72  4 15 99999.9 999.99 999.99 999.9
2018  72  4 16   357.6   6.03   3.35  12.8
2018  72  4 17   357.6   6.03   3.66  13.4
2018  72  4 18   356.9   6.32   3.99  13.8
2018  72  4 19   356.7   6.41   3.87  13.6
2018  72  4 20   356.1   6.36   3.53  12.9
2018  72  4 21   354.9   6.26 999.99 999.9
2018  72  4 22   360.8   6.11   3.53  13.3
2018  72  4 23   360.5   6.26   3.37  13.0
2018  72  4 24   360.0   6.60   3.78  13.7
2018  72  4 25 99999.9 999.99 999.99 999.9
2018  72  4 26   356.2   5.88   3.41  12.9
2018  72  4 27   356.2   5.88   3.23  12.6
2018  72  4 28   354.3   6.13   2.78  11.6
2018  72  4 29   353.8   6.18   3.16  12.3
2018  72  4 30   353.2   6.19   2.99  11.9
2018  72  4 31   354.4   5.81   2.93  11.9
2018  72  4 32   354.4   5.81   2.91  11.9
2018  72  4 33   354.2   6.11   3.15  12.2
2018  72  4 34   353.8   6.48   3.01  11.9
2018  72  4 35   356.3   6.29   2.82  11.8
2018  72  4 36   356.5   6.43   3.12  12.4
2018  72  4 37   355.8   7.94   3.74  13.5
2018  72  4 38   355.4   7.86   3.92  13.8
2018  72  4 39   354.8   7.70   3.82  13.7
2018  72  4 40   355.8   7.69   3.63  13.3
2018  72  4 41   355.9   7.69   3.65  13.4
2018  72  4 42   355.4   7.63   3.53  13.2
2018  72  4 43   354.9   7.84   4.21  14.4
2018  72  4 44   354.5   8.03   4.41  14.6
2018  72  4 45   355.4   8.22   4.13  14.2
2018  72  4 46   355.4   8.22   4.11  14.2
2018  72  4 47   357.2   7.77   4.37  14.7
2018  72  4 48   357.2   7.77   4.58  15.0
2018  72  4 49   356.9   7.67   3.79  13.7
2018  72  4 50   357.5   7.61   3.49  13.2
2018  72  4 51   358.3   7.52   3.54  13.3
2018  72  4 52   356.1   7.45   3.73  13.5
2018  72  4 53   356.1   7.56   5.48  16.4
2018  72  4 54   356.2   7.67   5.35  16.1
2018  72  4 55   356.5   7.65   5.42  16.3
2018  72  4 56   356.9   7.95   4.97  15.5
2018  72  4 57   357.0   7.82   5.37  16.2
2018  72  4 58   357.0   7.82   4.89  15.4
2018  72  4 59   356.0   7.82   5.35  16.0
2018  72  5  0   356.0   7.82   5.73  16.6
2018  72  5  1   356.1   7.81   5.65  16.5
2018  72  5  2   357.7   8.34   8.02  19.5
2018  72  5  3   357.0   8.26   7.21  18.5
2018  72  5  4   355.2   8.07   9.20  20.8
2018  72  5  5   352.1   8.26  13.87  24.9
2018  72  5  6   352.1   8.26  13.22  24.3
2018  72  5  7   350.5   8.46   8.76  19.7
2018  72  5  8   350.3   8.49   7.85  18.6
2018  72  5  9   359.8   8.83   8.04  19.7
2018  72  5 10   357.9   8.89   8.27  19.7
2018  72  5 11   352.6   9.06   7.65  18.3
2018  72  5 12   362.3   8.70   5.93  17.3
2018  72  5 13   362.4   8.72   6.44  18.1
2018  72  5 14   364.6   8.97   6.21  17.8
2018  72  5 15   365.6   9.10   6.39  18.0
2018  72  5 16   365.5   9.08   5.97  17.3
2018  72  5 17   365.0   9.15   6.63  18.0
2018  72  5 18 99999.9 999.99 999.99 999.9
2018  72  5 19 99999.9 999.99 999.99 999.9
2018  72  5 20 99999.9 999.99 999.99 999.9
2018  72  5 21   365.9   9.20   6.06  17.0
2018  72  5 22   365.9   9.20   5.64  16.4
2018  72  5 23 99999.9 999.99 999.99 999.9
2018  72  5 24 99999.9 999.99 999.99 999.9
2018  72  5 25   364.7  10.06   6.65  17.4
2018  72  5 26   363.7   9.99   6.09  16.7
2018  72  5 27   361.0   9.77   5.59  16.4
2018  72  5 28   363.0   9.84   6.05  17.0
2018  72  5 29   363.1  10.09   6.40  17.3
2018  72  5 30   367.5  10.04   6.03  17.3
2018  72  5 31   368.8  10.35   6.31  17.7
2018  72  5 32   366.1  10.09 999.99 999.9
2018  72  5 33   366.1  10.09   4.88  15.3
2018  72  5 34 99999.9 999.99 999.99 999.9
2018  72  5 35   368.6   9.63   5.18  16.1
2018  72  5 36   368.6   9.63   4.85  15.6
2018  72  5 37   368.5   9.68   4.34  14.9
2018  72  5 38   368.5   9.69   4.35  14.9
2018  72  5 39   368.8   9.92   4.41  15.0
2018  72  5 40   368.8   9.92   4.67  15.4
2018  72  5 41   368.8   9.92   4.52  15.2
2018  72  5 42 99999.9 999.99 999.99 999.9
2018  72  5 43   369.4   9.97   4.60  15.3
2018  72  5 44   368.9   9.33   4.14  14.6
2018  72  5 45   367.7   9.03   4.16  14.7
2018  72  5 46   367.2   9.22   3.94  14.2
2018  72  5 47 99999.9 999.99 999.99 999.9
2018  72  5 48   365.0  11.48   5.48  16.5
2018  72  5 49   365.0  11.48   6.12  17.4
2018  72  5 50 99999.9 999.99 999.99 999.9
2018  72  5 51   360.1  10.20   6.18  17.3
2018  72  5 52   360.1  10.20   6.00  17.0
2018  72  5 53 99999.9 999.99 999.99 999.9
2018  72  5 54   361.8  10.83   6.58  17.5
2018  72  5 55   361.5  10.13   6.28  17.5
2018  72  5 56   361.7   9.75   5.95  17.3
2018  72  5 57 99999.9 999.99 999.99 999.9
2018  72  5 58   358.9   9.47   5.83  17.0
2018  72  5 59   358.9   9.47   5.86  17.1
2018  72  6  0   360.6   9.76   6.01  17.3
2018  72  6  1   360.6   9.76   5.66  16.8
2018  72  6  2   357.6   9.86   5.47  16.4
2018  72  6  3   357.7   9.91   5.81  16.9
2018  72  6  4   358.5  10.51   6.99  18.3
2018  72  6  5   358.5  10.51   8.07  19.7
2018  72  6  6   356.1  10.10   6.34  17.5
2018  72  6  7   359.5  10.00   6.03  17.3
2018  72  6  8   361.9   9.76   6.33  17.9
2018  72  6  9   362.3   9.70   5.88  17.4
2018  72  6 10   361.8  10.44   6.39  17.4
2018  72  6 11   361.8  10.43   5.98  16.8
2018  72  6 12   361.0   9.48   5.42  16.5
2018  72  6 13   361.3   9.56   5.04  15.9
2018  72  6 14   361.6   9.64   5.51  16.6
2018  72  6 15   361.5   9.65   5.38  16.4
2018  72  6 16   361.5   9.65   4.75  15.4
2018  72  6 17   361.2   9.21   4.71  15.3
2018  72  6 18   361.2   9.21   4.66  15.2
2018  72  6 19   360.9   9.52   5.57  16.7
2018  72  6 20   360.9   9.52   6.73  18.4
2018  72  6 21   360.9   9.52   6.73  18.4
2018  72  6 22   361.3   9.93   6.62  17.9
2018  72  6 23   361.6   9.42   7.03  18.4
2018  72  6 24 99999.9 999.99 999.99 999.9
2018  72  6 25   362.1   9.01   7.31  18.9
2018  72  6 26   361.7   8.99   7.71  19.4
2018  72  6 27   359.8   8.98   7.45  19.0
2018  72  6 28   358.5  10.03   8.43  20.0
2018  72  6 29   361.5   9.56   7.75  19.6
2018  72  6 30   363.6   9.61   7.50  19.5
2018  72  6 31 99999.9 999.99 999.99 999.9
2018  72  6 32 99999.9 999.99 999.99 999.9
2018  72  6 33   359.1   9.57   6.72  17.9
2018  72  6 34   359.1   9.57   6.85  18.1
2018  72  6 35   361.8   9.62   7.45  19.3
2018  72  6 36   361.8   9.62   7.15  19.0
2018  72  6 37   358.2   9.63   7.17  18.7
2018  72  6 38   358.2   9.63   7.03  18.5
2018  72  6 39   358.9   9.58   7.16  18.7
2018  72  6 40   361.9  10.06   8.09  20.1
2018  72  6 41   360.9   9.95   7.52  19.3
2018  72  6 42   360.8   9.94   7.89  19.7
2018  72  6 43   360.5  10.48   6.40  17.7
2018  72  6 44   360.6   9.90   5.19  15.8
2018  72  6 45   360.6   9.64   5.65  16.5
2018  72  6 46   359.5   9.95   4.98  15.7
2018  72  6 47   359.5   9.95   4.72  15.2
2018  72  6 48   359.5  10.11   4.71  15.3
2018  72  6 49   359.5  10.14   4.47  14.9
2018  72  6 50   361.4   9.87   4.56  15.0
2018  72  6 51   361.4   9.87   4.51  14.9
2018  72  6 52   360.6   9.97   4.60  15.1
2018  72  6 53   360.6   9.97   4.32  14.7
2018  72  6 54   360.9  10.21   5.87  17.0
2018  72  6 55   360.6  10.14   5.59  16.5
2018  72  6 56   360.4  10.05   4.90  15.4
2018  72  6 57   361.0   9.45   4.11  14.2
2018  72  6 58   361.4   9.34   4.15  14.3
2018  72  6 59   359.8   9.40   4.06  14.1
2018  72  7  0   359.8   9.41   4.07  14.1
2018  72  7  1   358.2   9.59   3.92  13.7
2018  72  7  2   359.7   9.58   3.95  13.9
2018  72  7  3   361.0   9.93   5.06  15.8
2018  72  7  4   362.0  10.46   5.19  16.1
2018  72  7  5   361.8  10.58   5.02  15.9
2018  72  7  6 99999.9 999.99 999.99 999.9
2018  72  7  7   361.9  10.24   5.13  16.0
2018  72  7  8   361.9  10.24   5.08  16.0
2018  72  7  9   361.2   9.83   4.66  15.2
2018  72  7 10   361.2   9.83   4.84  15.5
2018  72  7 11   360.9   9.92   4.71  15.2
2018  72  7 12   360.9   9.92   4.76  15.3
2018  72  7 13   361.4   9.95   4.96  15.7
2018  72  7 14   361.4   9.95   5.19  16.0
2018  72  7 15   360.7   9.97   5.18  16.0
2018  72  7 16   360.7   9.97   5.15  16.0
2018  72  7 17   361.3   9.94   4.98  15.8
2018  72  7 18   361.3   9.93   5.13  16.0
2018  72  7 19   360.8   9.86   5.29  16.0
2018  72  7 20   361.0  10.29   5.47  16.5
2018  72  7 21   360.6  10.08   5.72  16.8
2018  72  7 22   360.4   9.90   5.28  16.2
2018  72  7 23   360.5   9.76   5.38  16.3
2018  72  7 24   361.4  10.04   5.62  16.7
2018  72  7 25   361.8  10.10   5.76  17.0
2018  72  7 26   361.9  10.11   5.67  16.8
2018  72  7 27   361.3   9.88   5.59  16.7
2018  72  7 28   361.3   9.88   4.08  14.2
2018  72  7 29   356.0   6.72   2.06  10.1
2018  72  7 30   356.0   6.72   2.03  10.0
2018  72  7 31   356.8   6.78   2.03  10.0
2018  72  7 32   356.8   6.78   2.20  10.4
2018  72  7 33 99999.9 999.99 999.99 999.9
2018  72  7 34   356.8   9.28   4.85  15.3
2018  72  7 35   356.8   9.28   4.59  14.8
2018  72  7 36   356.9   8.93   4.06  14.1
2018  72  7 37   357.0   8.80   3.81  13.7
2018  72  7 38   353.2   7.87   3.60  13.1
2018  72  7 39   353.2   7.87   4.04  13.9
2018  72  7 40   354.6   8.38   4.23  14.6
2018  72  7 41   354.3   7.88   2.85  12.0
2018  72  7 42   354.2   7.23   2.37  11.0
2018  72  7 43   356.3   7.06   2.25  10.9
2018  72  7 44   355.8   6.95   2.21  10.8
2018  72  7 45   355.6   6.93   2.21  10.8
2018  72  7 46   355.9   6.95   2.27  10.9
2018  72  7 47   356.2   7.26   2.32  11.0
2018  72  7 48   356.3   7.42   2.35  11.1
2018  72  7 49   356.6   7.40   2.29  11.0
2018  72  7 50   356.6   7.40   2.34  11.1
2018  72  7 51   354.3   7.69   2.51  11.3
2018  72  7 52   354.3   7.67   2.40  11.1
2018  72  7 53   353.9   6.99   2.21  10.7
2018  72  7 54   353.7   7.31   2.32  11.0
2018  72  7 55   353.7   7.41   2.37  11.1
2018  72  7 56   354.4   7.61   2.28  11.0
2018  72  7 57   355.0   7.09   2.02  10.4
2018  72  7 58   355.4   6.97   2.10  10.6
2018  72  7 59   355.4   6.87   2.05  10.5
2018  72  8  0   354.9   6.75   2.02  10.4
2018  72  8  1   355.1   6.80   2.07  10.5
2018  72  8  2   355.1   6.80   2.11  10.6
2018  72  8  3   354.6   7.27   2.43  11.4
2018  72  8  4   354.5   7.39   2.47  11.4
2018  72  8  5   355.8   7.41   2.61  11.8
2018  72  8  6   356.8   7.51   2.68  11.9
2018  72  8  7   357.3   7.57   2.70  11.9
2018  72  8  8   355.0   7.41   2.53  11.6
2018  72  8  9   355.0   7.41   2.41  11.3
2018  72  8 10   355.4   7.81   2.75  12.1
2018  72  8 11   355.6   8.02   2.82  12.2
2018  72  8 12   354.7   7.64   2.64  11.8
2018  72  8 13   354.6   8.68   3.61  13.8
2018  72  8 14   354.6   8.89   3.55  13.7
2018  72  8 15   354.5   9.06   3.58  13.8
2018  72  8 16   353.6   9.06   3.61  13.8
2018  72  8 17   353.5   9.06   3.65  13.9
2018  72  8 18   353.9  10.00   3.94  14.5
2018  72  8 19   353.9  10.00   4.08  14.7
2018  72  8 20   349.9   9.35   3.74  14.0
2018  72  8 21   350.0   9.37   3.53  13.6
2018  72  8 22   351.4   9.67   3.74  13.9
2018  72  8 23   351.9   9.87   3.83  14.1
2018  72  8 24   352.6  10.14   3.96  14.2
2018  72  8 25   352.6  10.14   4.00  14.3
2018  72  8 26   351.5   9.84   3.42  13.3
2018  72  8 27   351.1   9.67   3.33  13.2
2018  72  8 28   350.6   9.42   3.28  13.0
2018  72  8 29   351.0   9.31   3.81  14.1
2018  72  8 30   350.6   9.44   4.20  14.8
2018  72  8 31   349.1   9.96   5.12  16.2
2018  72  8 32   352.4  10.55   5.51  16.9
2018  72  8 33   353.0  10.67   5.78  17.3
2018  72  8 34   353.6  11.06   5.68  17.2
2018  72  8 35   354.4  10.64   5.36  16.8
2018  72  8 36   354.6  10.49   4.97  16.2
2018  72  8 37   354.8  10.02   4.75  15.8
2018  72  8 38   355.0  10.32   5.24  16.5
2018  72  8 39   355.1  10.50   4.64  15.5
2018  72  8 40   354.4   9.12   3.99  14.2
2018  72  8 41   356.2   9.84   4.44  15.2
2018  72  8 42   356.6  10.01   4.78  15.8
2018  72  8 43   355.5  10.15   4.43  15.0
2018  72  8 44   355.5  10.15   4.16  14.6
2018  72  8 45   355.8   9.36   3.73  13.9
2018  72  8 46   355.8   9.36   4.01  14.4
2018  72  8 47   355.7  10.65   5.11  16.3
2018  72  8 48   356.5  10.23   4.42  15.2
2018  72  8 49   357.4   9.72   4.58  15.5
2018  72  8 50   357.3   9.66   4.23  15.0
2018  72  8 51   357.2   9.51   4.01  14.6
2018  72  8 52   357.0   9.14   3.91  14.4
2018  72  8 53   357.5   9.02   3.97  14.5
2018  72  8 54   357.5   9.01   4.53  15.5
2018  72  8 55   355.7  10.35   5.37  16.7
2018  72  8 56   355.7  10.35   5.01  16.1
2018  72  8 57   353.8  10.62   5.10  16.1
2018  72  8 58   353.8  10.62   5.01  15.9
2018  72  8 59   353.9  10.37   4.96  15.9
2018  72  9  0   354.0  10.15   4.73  15.6
2018  72  9  1   355.6   9.90   4.58  15.5
2018  72  9  2   356.0   9.81   4.42  15.2
2018  72  9  3   356.8   9.58   4.19  14.8
2018  72  9  4   355.4   9.38   4.21  14.8
2018  72  9  5   355.3   9.37   4.50  15.3
2018  72  9  6   350.1   9.54   3.93  14.0
2018  72  9  7   350.1   9.54   3.42  13.1
2018  72  9  8   352.7   8.09   2.99  12.2
2018  72  9  9   352.7   8.09   3.08  12.4
2018  72  9 10   351.7   8.20   2.98  12.1
2018  72  9 11   352.1   7.94   2.98  12.2
2018  72  9 12   352.3   7.75   3.09  12.4
2018  72  9 13   350.1   8.49   3.48  13.1
2018  72  9 14   350.0   8.53   3.49  13.1
2018  72  9 15   350.9   9.09   3.77  13.5
