year DOY HR MN      v     d      beta     ma
2020  80  2 46   473.0   2.63   1.88  11.5
2020  80  2 47   468.6   2.88   2.04  11.8
2020  80  2 48   472.8   2.62   2.00  11.4
2020  80  2 49   470.5   2.66   2.02  11.5
2020  80  2 50   468.5   2.74   1.96  11.5
2020  80  2 51   466.4   2.68   1.85  11.3
2020  80  2 52   463.3   2.60   1.91  11.4
2020  80  2 53   466.0   3.13   2.68  13.0
2020  80  2 54   467.4   2.71   2.36  12.3
2020  80  2 55   467.7   2.94   2.62  13.1
2020  80  2 56   470.8   3.20   2.65  13.0
2020  80  2 57   471.2   2.94   2.30  12.4
2020  80  2 58   469.4   2.57   2.10  11.9
2020  80  2 59   469.1   2.68   2.19  12.0
2020  80  3  0   470.2   2.86   2.50  12.8
2020  80  3  1   467.5   3.44   2.81  13.6
2020  80  3  2   472.3   2.90   2.65  13.1
2020  80  3  3   467.8   2.43   1.90  11.6
2020  80  3  4   469.6   3.12   2.94  13.6
2020  80  3  5   469.6   3.20   3.08  13.4
2020  80  3  6   464.8   2.52   2.41  12.2
2020  80  3  7   468.7   2.81   2.83  13.1
2020  80  3  8   472.0   3.28   3.05  13.7
2020  80  3  9   469.9   3.45   3.11  14.4
2020  80  3 10   468.8   3.01   2.56  12.4
2020  80  3 11   469.4   2.67   2.32  12.3
2020  80  3 12   472.0   3.05   2.59  13.2
2020  80  3 13   472.2   3.11   2.63  13.1
2020  80  3 14   475.2   2.96   2.33  12.1
2020  80  3 15   475.1   2.49   2.39  11.7
2020  80  3 16   472.0   2.90   2.30  12.3
2020  80  3 17   472.2   3.03   2.62  12.9
2020  80  3 18   470.8   3.09   2.98  13.3
2020  80  3 19   470.8   3.09   3.11  13.6
2020  80  3 20   471.3   3.14   2.84  13.0
2020  80  3 21   471.4   3.15   3.54  14.5
2020  80  3 22   477.0   3.64   4.23  16.2
2020  80  3 23   477.0   3.64   3.67  15.1
2020  80  3 24   473.0   3.17   2.98  13.0
2020  80  3 25   473.0   3.17   3.14  13.4
2020  80  3 26 99999.9 999.99 999.99 999.9
2020  80  3 27   469.1   3.66   5.32  15.9
2020  80  3 28   469.6   3.41   3.78  13.9
2020  80  3 29   470.6   3.15   2.82  12.6
2020  80  3 30   472.0   3.28   3.73  14.3
2020  80  3 31 99999.9 999.99 999.99 999.9
2020  80  3 32   467.1   2.84   2.96  13.3
2020  80  3 33   467.1   2.84 999.99 999.9
2020  80  3 34   467.1   2.84 999.99 999.9
2020  80  3 35 99999.9 999.99 999.99 999.9
2020  80  3 36 99999.9 999.99 999.99 999.9
2020  80  3 37 99999.9 999.99 999.99 999.9
2020  80  3 38 99999.9 999.99 999.99 999.9
2020  80  3 39 99999.9 999.99 999.99 999.9
2020  80  3 40 99999.9 999.99 999.99 999.9
2020  80  3 41 99999.9 999.99 999.99 999.9
2020  80  3 42 99999.9 999.99 999.99 999.9
2020  80  3 43 99999.9 999.99 999.99 999.9
2020  80  3 44 99999.9 999.99 999.99 999.9
2020  80  3 45 99999.9 999.99 999.99 999.9
2020  80  3 46 99999.9 999.99 999.99 999.9
2020  80  3 47 99999.9 999.99 999.99 999.9
2020  80  3 48 99999.9 999.99 999.99 999.9
2020  80  3 49 99999.9 999.99 999.99 999.9
2020  80  3 50   470.6   3.56   5.69  16.6
2020  80  3 51   470.6   3.56   5.69  16.6
2020  80  3 52   470.6   3.56 999.99 999.9
2020  80  3 53 99999.9 999.99 999.99 999.9
2020  80  3 54 99999.9 999.99 999.99 999.9
2020  80  3 55 99999.9 999.99 999.99 999.9
2020  80  3 56 99999.9 999.99 999.99 999.9
2020  80  3 57 99999.9 999.99 999.99 999.9
2020  80  3 58 99999.9 999.99 999.99 999.9
2020  80  3 59 99999.9 999.99 999.99 999.9
2020  80  4  0 99999.9 999.99 999.99 999.9
2020  80  4  1 99999.9 999.99 999.99 999.9
2020  80  4  2 99999.9 999.99 999.99 999.9
2020  80  4  3 99999.9 999.99 999.99 999.9
2020  80  4  4 99999.9 999.99 999.99 999.9
2020  80  4  5 99999.9 999.99 999.99 999.9
2020  80  4  6   472.7   3.32 999.99 999.9
2020  80  4  7   472.7   3.32   6.26  18.3
2020  80  4  8   472.7   3.32 999.99 999.9
2020  80  4  9 99999.9 999.99 999.99 999.9
2020  80  4 10 99999.9 999.99 999.99 999.9
2020  80  4 11 99999.9 999.99 999.99 999.9
2020  80  4 12 99999.9 999.99 999.99 999.9
2020  80  4 13 99999.9 999.99 999.99 999.9
2020  80  4 14 99999.9 999.99 999.99 999.9
2020  80  4 15 99999.9 999.99 999.99 999.9
2020  80  4 16 99999.9 999.99 999.99 999.9
2020  80  4 17 99999.9 999.99 999.99 999.9
2020  80  4 18 99999.9 999.99 999.99 999.9
2020  80  4 19 99999.9 999.99 999.99 999.9
2020  80  4 20 99999.9 999.99 999.99 999.9
2020  80  4 21   463.0   3.40   4.58  16.4
2020  80  4 22   463.0   3.40 999.99 999.9
2020  80  4 23 99999.9 999.99 999.99 999.9
2020  80  4 24 99999.9 999.99 999.99 999.9
2020  80  4 25 99999.9 999.99 999.99 999.9
2020  80  4 26 99999.9 999.99 999.99 999.9
2020  80  4 27 99999.9 999.99 999.99 999.9
2020  80  4 28 99999.9 999.99 999.99 999.9
2020  80  4 29 99999.9 999.99 999.99 999.9
2020  80  4 30 99999.9 999.99 999.99 999.9
2020  80  4 31 99999.9 999.99 999.99 999.9
2020  80  4 32 99999.9 999.99 999.99 999.9
2020  80  4 33 99999.9 999.99 999.99 999.9
2020  80  4 34   463.4   3.17   2.11  12.2
2020  80  4 35   463.4   3.17 999.99 999.9
2020  80  4 36 99999.9 999.99 999.99 999.9
2020  80  4 37 99999.9 999.99 999.99 999.9
2020  80  4 38 99999.9 999.99 999.99 999.9
2020  80  4 39 99999.9 999.99 999.99 999.9
2020  80  4 40 99999.9 999.99 999.99 999.9
2020  80  4 41 99999.9 999.99 999.99 999.9
2020  80  4 42 99999.9 999.99 999.99 999.9
2020  80  4 43 99999.9 999.99 999.99 999.9
2020  80  4 44 99999.9 999.99 999.99 999.9
2020  80  4 45 99999.9 999.99 999.99 999.9
2020  80  4 46 99999.9 999.99 999.99 999.9
2020  80  4 47 99999.9 999.99 999.99 999.9
2020  80  4 48 99999.9 999.99 999.99 999.9
2020  80  4 49 99999.9 999.99 999.99 999.9
2020  80  4 50 99999.9 999.99 999.99 999.9
2020  80  4 51 99999.9 999.99 999.99 999.9
2020  80  4 52 99999.9 999.99 999.99 999.9
2020  80  4 53 99999.9 999.99 999.99 999.9
2020  80  4 54 99999.9 999.99 999.99 999.9
2020  80  4 55 99999.9 999.99 999.99 999.9
2020  80  4 56 99999.9 999.99 999.99 999.9
2020  80  4 57 99999.9 999.99 999.99 999.9
2020  80  4 58   448.7   3.00   2.53  12.7
2020  80  4 59   455.1   2.91   2.34  12.6
2020  80  5  0   441.2   3.37   3.34  13.2
2020  80  5  1   444.6   3.21   3.32  13.4
2020  80  5  2   439.0   2.96   2.79  12.0
2020  80  5  3   437.4   3.00   2.76  11.9
2020  80  5  4   444.6   2.90   2.78  12.5
2020  80  5  5   443.0   3.08   3.36  13.9
2020  80  5  6   428.0   3.39   4.04  14.5
2020  80  5  7   463.3   3.06   3.39  15.0
2020  80  5  8   461.9   3.02 999.99 999.9
2020  80  5  9 99999.9 999.99 999.99 999.9
2020  80  5 10 99999.9 999.99 999.99 999.9
2020  80  5 11 99999.9 999.99 999.99 999.9
2020  80  5 12 99999.9 999.99 999.99 999.9
2020  80  5 13 99999.9 999.99 999.99 999.9
2020  80  5 14 99999.9 999.99 999.99 999.9
2020  80  5 15 99999.9 999.99 999.99 999.9
2020  80  5 16 99999.9 999.99 999.99 999.9
2020  80  5 17 99999.9 999.99 999.99 999.9
2020  80  5 18 99999.9 999.99 999.99 999.9
2020  80  5 19 99999.9 999.99 999.99 999.9
2020  80  5 20 99999.9 999.99 999.99 999.9
2020  80  5 21 99999.9 999.99 999.99 999.9
2020  80  5 22 99999.9 999.99 999.99 999.9
2020  80  5 23 99999.9 999.99 999.99 999.9
2020  80  5 24 99999.9 999.99 999.99 999.9
2020  80  5 25 99999.9 999.99 999.99 999.9
2020  80  5 26 99999.9 999.99 999.99 999.9
2020  80  5 27 99999.9 999.99 999.99 999.9
2020  80  5 28 99999.9 999.99 999.99 999.9
2020  80  5 29 99999.9 999.99 999.99 999.9
2020  80  5 30 99999.9 999.99 999.99 999.9
2020  80  5 31 99999.9 999.99 999.99 999.9
2020  80  5 32 99999.9 999.99 999.99 999.9
2020  80  5 33 99999.9 999.99 999.99 999.9
2020  80  5 34 99999.9 999.99 999.99 999.9
2020  80  5 35 99999.9 999.99 999.99 999.9
2020  80  5 36 99999.9 999.99 999.99 999.9
2020  80  5 37 99999.9 999.99 999.99 999.9
2020  80  5 38 99999.9 999.99 999.99 999.9
2020  80  5 39 99999.9 999.99 999.99 999.9
2020  80  5 40 99999.9 999.99 999.99 999.9
2020  80  5 41 99999.9 999.99 999.99 999.9
2020  80  5 42 99999.9 999.99 999.99 999.9
2020  80  5 43 99999.9 999.99 999.99 999.9
2020  80  5 44 99999.9 999.99 999.99 999.9
2020  80  5 45 99999.9 999.99 999.99 999.9
2020  80  5 46 99999.9 999.99 999.99 999.9
2020  80  5 47 99999.9 999.99 999.99 999.9
2020  80  5 48 99999.9 999.99 999.99 999.9
2020  80  5 49 99999.9 999.99 999.99 999.9
2020  80  5 50 99999.9 999.99 999.99 999.9
2020  80  5 51 99999.9 999.99 999.99 999.9
2020  80  5 52 99999.9 999.99 999.99 999.9
2020  80  5 53 99999.9 999.99 999.99 999.9
2020  80  5 54 99999.9 999.99 999.99 999.9
2020  80  5 55 99999.9 999.99 999.99 999.9
2020  80  5 56 99999.9 999.99 999.99 999.9
2020  80  5 57 99999.9 999.99 999.99 999.9
2020  80  5 58 99999.9 999.99 999.99 999.9
2020  80  5 59 99999.9 999.99 999.99 999.9
2020  80  6  0 99999.9 999.99 999.99 999.9
2020  80  6  1 99999.9 999.99 999.99 999.9
2020  80  6  2 99999.9 999.99 999.99 999.9
2020  80  6  3 99999.9 999.99 999.99 999.9
2020  80  6  4 99999.9 999.99 999.99 999.9
2020  80  6  5 99999.9 999.99 999.99 999.9
2020  80  6  6 99999.9 999.99 999.99 999.9
2020  80  6  7 99999.9 999.99 999.99 999.9
2020  80  6  8 99999.9 999.99 999.99 999.9
2020  80  6  9 99999.9 999.99 999.99 999.9
2020  80  6 10 99999.9 999.99 999.99 999.9
2020  80  6 11 99999.9 999.99 999.99 999.9
2020  80  6 12 99999.9 999.99 999.99 999.9
2020  80  6 13 99999.9 999.99 999.99 999.9
2020  80  6 14 99999.9 999.99 999.99 999.9
2020  80  6 15 99999.9 999.99 999.99 999.9
2020  80  6 16 99999.9 999.99 999.99 999.9
2020  80  6 17 99999.9 999.99 999.99 999.9
2020  80  6 18 99999.9 999.99 999.99 999.9
2020  80  6 19 99999.9 999.99 999.99 999.9
2020  80  6 20 99999.9 999.99 999.99 999.9
2020  80  6 21 99999.9 999.99 999.99 999.9
2020  80  6 22 99999.9 999.99 999.99 999.9
2020  80  6 23 99999.9 999.99 999.99 999.9
2020  80  6 24 99999.9 999.99 999.99 999.9
2020  80  6 25 99999.9 999.99 999.99 999.9
2020  80  6 26 99999.9 999.99 999.99 999.9
2020  80  6 27 99999.9 999.99 999.99 999.9
2020  80  6 28 99999.9 999.99 999.99 999.9
2020  80  6 29 99999.9 999.99 999.99 999.9
2020  80  6 30 99999.9 999.99 999.99 999.9
2020  80  6 31 99999.9 999.99 999.99 999.9
2020  80  6 32 99999.9 999.99 999.99 999.9
2020  80  6 33 99999.9 999.99 999.99 999.9
2020  80  6 34 99999.9 999.99 999.99 999.9
2020  80  6 35 99999.9 999.99 999.99 999.9
2020  80  6 36 99999.9 999.99 999.99 999.9
2020  80  6 37 99999.9 999.99 999.99 999.9
2020  80  6 38 99999.9 999.99 999.99 999.9
2020  80  6 39 99999.9 999.99 999.99 999.9
2020  80  6 40 99999.9 999.99 999.99 999.9
2020  80  6 41 99999.9 999.99 999.99 999.9
2020  80  6 42 99999.9 999.99 999.99 999.9
2020  80  6 43 99999.9 999.99 999.99 999.9
2020  80  6 44 99999.9 999.99 999.99 999.9
2020  80  6 45 99999.9 999.99 999.99 999.9
2020  80  6 46 99999.9 999.99 999.99 999.9
2020  80  6 47 99999.9 999.99 999.99 999.9
2020  80  6 48 99999.9 999.99 999.99 999.9
2020  80  6 49 99999.9 999.99 999.99 999.9
2020  80  6 50 99999.9 999.99 999.99 999.9
2020  80  6 51 99999.9 999.99 999.99 999.9
2020  80  6 52 99999.9 999.99 999.99 999.9
2020  80  6 53 99999.9 999.99 999.99 999.9
2020  80  6 54 99999.9 999.99 999.99 999.9
2020  80  6 55 99999.9 999.99 999.99 999.9
2020  80  6 56 99999.9 999.99 999.99 999.9
2020  80  6 57 99999.9 999.99 999.99 999.9
2020  80  6 58 99999.9 999.99 999.99 999.9
2020  80  6 59 99999.9 999.99 999.99 999.9
2020  80  7  0 99999.9 999.99 999.99 999.9
2020  80  7  1 99999.9 999.99 999.99 999.9
2020  80  7  2 99999.9 999.99 999.99 999.9
2020  80  7  3 99999.9 999.99 999.99 999.9
2020  80  7  4 99999.9 999.99 999.99 999.9
2020  80  7  5 99999.9 999.99 999.99 999.9
2020  80  7  6 99999.9 999.99 999.99 999.9
2020  80  7  7 99999.9 999.99 999.99 999.9
2020  80  7  8 99999.9 999.99 999.99 999.9
2020  80  7  9 99999.9 999.99 999.99 999.9
2020  80  7 10 99999.9 999.99 999.99 999.9
2020  80  7 11 99999.9 999.99 999.99 999.9
2020  80  7 12 99999.9 999.99 999.99 999.9
2020  80  7 13 99999.9 999.99 999.99 999.9
2020  80  7 14 99999.9 999.99 999.99 999.9
2020  80  7 15 99999.9 999.99 999.99 999.9
2020  80  7 16 99999.9 999.99 999.99 999.9
2020  80  7 17 99999.9 999.99 999.99 999.9
2020  80  7 18 99999.9 999.99 999.99 999.9
2020  80  7 19 99999.9 999.99 999.99 999.9
2020  80  7 20 99999.9 999.99 999.99 999.9
2020  80  7 21 99999.9 999.99 999.99 999.9
2020  80  7 22 99999.9 999.99 999.99 999.9
2020  80  7 23 99999.9 999.99 999.99 999.9
2020  80  7 24 99999.9 999.99 999.99 999.9
2020  80  7 25 99999.9 999.99 999.99 999.9
2020  80  7 26 99999.9 999.99 999.99 999.9
2020  80  7 27 99999.9 999.99 999.99 999.9
2020  80  7 28 99999.9 999.99 999.99 999.9
2020  80  7 29 99999.9 999.99 999.99 999.9
2020  80  7 30 99999.9 999.99 999.99 999.9
2020  80  7 31 99999.9 999.99 999.99 999.9
2020  80  7 32 99999.9 999.99 999.99 999.9
2020  80  7 33 99999.9 999.99 999.99 999.9
2020  80  7 34 99999.9 999.99 999.99 999.9
2020  80  7 35 99999.9 999.99 999.99 999.9
2020  80  7 36 99999.9 999.99 999.99 999.9
2020  80  7 37 99999.9 999.99 999.99 999.9
2020  80  7 38 99999.9 999.99 999.99 999.9
2020  80  7 39 99999.9 999.99 999.99 999.9
2020  80  7 40 99999.9 999.99 999.99 999.9
2020  80  7 41 99999.9 999.99 999.99 999.9
2020  80  7 42 99999.9 999.99 999.99 999.9
2020  80  7 43 99999.9 999.99 999.99 999.9
2020  80  7 44 99999.9 999.99 999.99 999.9
2020  80  7 45 99999.9 999.99 999.99 999.9
2020  80  7 46 99999.9 999.99 999.99 999.9
2020  80  7 47 99999.9 999.99 999.99 999.9
2020  80  7 48 99999.9 999.99 999.99 999.9
2020  80  7 49 99999.9 999.99 999.99 999.9
2020  80  7 50 99999.9 999.99 999.99 999.9
2020  80  7 51 99999.9 999.99 999.99 999.9
2020  80  7 52 99999.9 999.99 999.99 999.9
2020  80  7 53 99999.9 999.99 999.99 999.9
2020  80  7 54 99999.9 999.99 999.99 999.9
2020  80  7 55 99999.9 999.99 999.99 999.9
2020  80  7 56 99999.9 999.99 999.99 999.9
2020  80  7 57 99999.9 999.99 999.99 999.9
2020  80  7 58 99999.9 999.99 999.99 999.9
2020  80  7 59 99999.9 999.99 999.99 999.9
2020  80  8  0 99999.9 999.99 999.99 999.9
2020  80  8  1 99999.9 999.99 999.99 999.9
2020  80  8  2 99999.9 999.99 999.99 999.9
2020  80  8  3 99999.9 999.99 999.99 999.9
2020  80  8  4 99999.9 999.99 999.99 999.9
2020  80  8  5 99999.9 999.99 999.99 999.9
2020  80  8  6 99999.9 999.99 999.99 999.9
2020  80  8  7 99999.9 999.99 999.99 999.9
2020  80  8  8 99999.9 999.99 999.99 999.9
2020  80  8  9 99999.9 999.99 999.99 999.9
2020  80  8 10 99999.9 999.99 999.99 999.9
2020  80  8 11 99999.9 999.99 999.99 999.9
2020  80  8 12 99999.9 999.99 999.99 999.9
2020  80  8 13 99999.9 999.99 999.99 999.9
2020  80  8 14 99999.9 999.99 999.99 999.9
2020  80  8 15 99999.9 999.99 999.99 999.9
2020  80  8 16 99999.9 999.99 999.99 999.9
2020  80  8 17 99999.9 999.99 999.99 999.9
2020  80  8 18 99999.9 999.99 999.99 999.9
2020  80  8 19 99999.9 999.99 999.99 999.9
2020  80  8 20 99999.9 999.99 999.99 999.9
2020  80  8 21 99999.9 999.99 999.99 999.9
2020  80  8 22 99999.9 999.99 999.99 999.9
2020  80  8 23 99999.9 999.99 999.99 999.9
2020  80  8 24 99999.9 999.99 999.99 999.9
2020  80  8 25 99999.9 999.99 999.99 999.9
2020  80  8 26 99999.9 999.99 999.99 999.9
2020  80  8 27 99999.9 999.99 999.99 999.9
2020  80  8 28 99999.9 999.99 999.99 999.9
2020  80  8 29 99999.9 999.99 999.99 999.9
2020  80  8 30 99999.9 999.99 999.99 999.9
2020  80  8 31 99999.9 999.99 999.99 999.9
2020  80  8 32 99999.9 999.99 999.99 999.9
2020  80  8 33 99999.9 999.99 999.99 999.9
2020  80  8 34 99999.9 999.99 999.99 999.9
2020  80  8 35 99999.9 999.99 999.99 999.9
2020  80  8 36 99999.9 999.99 999.99 999.9
2020  80  8 37 99999.9 999.99 999.99 999.9
2020  80  8 38 99999.9 999.99 999.99 999.9
2020  80  8 39 99999.9 999.99 999.99 999.9
2020  80  8 40 99999.9 999.99 999.99 999.9
2020  80  8 41 99999.9 999.99 999.99 999.9
2020  80  8 42 99999.9 999.99 999.99 999.9
2020  80  8 43 99999.9 999.99 999.99 999.9
2020  80  8 44 99999.9 999.99 999.99 999.9
2020  80  8 45 99999.9 999.99 999.99 999.9
2020  80  8 46 99999.9 999.99 999.99 999.9
2020  80  8 47 99999.9 999.99 999.99 999.9
2020  80  8 48 99999.9 999.99 999.99 999.9
2020  80  8 49 99999.9 999.99 999.99 999.9
2020  80  8 50 99999.9 999.99 999.99 999.9
2020  80  8 51 99999.9 999.99 999.99 999.9
2020  80  8 52 99999.9 999.99 999.99 999.9
2020  80  8 53 99999.9 999.99 999.99 999.9
2020  80  8 54 99999.9 999.99 999.99 999.9
2020  80  8 55 99999.9 999.99 999.99 999.9
2020  80  8 56 99999.9 999.99 999.99 999.9
2020  80  8 57 99999.9 999.99 999.99 999.9
2020  80  8 58 99999.9 999.99 999.99 999.9
2020  80  8 59 99999.9 999.99 999.99 999.9
2020  80  9  0 99999.9 999.99 999.99 999.9
2020  80  9  1 99999.9 999.99 999.99 999.9
2020  80  9  2 99999.9 999.99 999.99 999.9
2020  80  9  3 99999.9 999.99 999.99 999.9
