year DOY HR MN      v     d      beta     ma 
2018  75  4  5   470.9   5.04   1.12   8.3
2018  75  4  6   470.9   5.04   1.07   8.1
2018  75  4  7   471.5   5.36   1.13   8.2
2018  75  4  8   470.1   5.29   1.28   8.7
2018  75  4  9   468.6   5.18   1.07   7.9
2018  75  4 10   470.9   4.77   0.96   7.8
2018  75  4 11   474.9   4.60   0.96   7.7
2018  75  4 12   475.5   4.57   0.94   7.6
2018  75  4 13   470.3   4.59   0.95   7.6
2018  75  4 14   469.1   4.59   0.99   7.8
2018  75  4 15   465.5   4.81   1.02   8.0
2018  75  4 16   470.0   5.76   1.50   9.5
2018  75  4 17   470.1   5.79   1.48   9.4
2018  75  4 18   464.1   6.12   1.65   9.6
2018  75  4 19   466.5   6.02   1.68   9.7
2018  75  4 20   467.4   5.95   1.31   8.6
2018  75  4 21   467.7   5.91   1.17   8.2
2018  75  4 22   474.7   5.07   1.09   8.8
2018  75  4 23   474.8   5.10   1.25   9.4
2018  75  4 24   475.5   5.40   1.32   9.2
2018  75  4 25   470.1   5.13   1.18   8.7
2018  75  4 26   466.7   4.96   1.00   7.9
2018  75  4 27   466.3   4.82   1.20   8.1
2018  75  4 28   465.5   5.57   1.42   8.9
2018  75  4 29   464.9   6.10   1.46   9.2
2018  75  4 30   465.5   5.68   1.45   9.0
2018  75  4 31   465.5   5.67   1.23   8.3
2018  75  4 32   467.6   5.07   0.98   8.0
2018  75  4 33   469.1   5.34   1.09   8.4
2018  75  4 34   469.9   5.49   1.07   8.3
2018  75  4 35   464.5   5.65   1.28   8.4
2018  75  4 36   470.3   5.41   1.10   8.2
2018  75  4 37   467.6   5.64   1.08   8.1
2018  75  4 38   467.6   5.64   1.13   8.3
2018  75  4 39 99999.9 999.99 999.99 999.9
2018  75  4 40   467.7   5.45   1.02   8.1
2018  75  4 41   467.7   5.45   0.99   8.0
2018  75  4 42   471.0   4.89   0.89   7.8
2018  75  4 43   471.0   4.89   0.89   7.8
2018  75  4 44   470.6   5.34   1.24   8.0
2018  75  4 45   470.0   5.35   1.26   8.1
2018  75  4 46   471.5   5.10   0.92   7.3
2018  75  4 47   475.1   4.80   0.80   7.2
2018  75  4 48   471.2   5.50   1.10   7.7
2018  75  4 49   470.7   5.39   1.02   7.5
2018  75  4 50   471.1   4.88   0.81   7.2
2018  75  4 51   469.1   4.77   0.79   7.0
2018  75  4 52   470.4   4.88   0.97   7.7
2018  75  4 53   480.6   5.70   1.44   8.7
2018  75  4 54   481.9   5.84   1.52   8.8
2018  75  4 55   482.0   5.85   1.48   8.7
2018  75  4 56 99999.9 999.99 999.99 999.9
2018  75  4 57   478.5   5.35   1.41   8.2
2018  75  4 58   480.8   5.40   1.48   8.5
2018  75  4 59   483.2   5.46   1.45   8.5
2018  75  5  0   480.5   6.01   1.57   8.8
2018  75  5  1   480.5   6.01   1.55   8.8
2018  75  5  2   480.8   5.85   1.52   8.7
2018  75  5  3   481.7   5.32   1.42   8.5
2018  75  5  4   478.4   5.88   1.64   8.9
2018  75  5  5   477.6   6.05   1.68   8.9
2018  75  5  6   481.5   6.06   1.67   9.0
2018  75  5  7   481.5   6.06   1.71   9.1
2018  75  5  8   476.0   6.40   1.94   9.2
2018  75  5  9   476.0   6.40   1.94   9.2
2018  75  5 10   486.6   5.50   1.50   8.8
2018  75  5 11   486.6   5.50   1.52   8.9
2018  75  5 12   484.6   5.86   1.65   9.1
2018  75  5 13   483.7   6.03   1.71   9.2
2018  75  5 14   484.1   5.74   1.49   8.8
2018  75  5 15   484.1   5.74   1.47   8.8
2018  75  5 16 99999.9 999.99 999.99 999.9
2018  75  5 17   479.4   5.78   1.57   8.6
2018  75  5 18   479.5   5.78   1.57   8.7
2018  75  5 19 99999.9 999.99 999.99 999.9
2018  75  5 20   478.6   5.96   1.49   8.8
2018  75  5 21   478.7   5.96   1.48   8.8
2018  75  5 22   480.9   6.05   1.48   8.8
2018  75  5 23   477.8   5.80   1.30   8.4
2018  75  5 24   479.3   5.96   1.42   8.8
2018  75  5 25   478.5   5.99   1.63   8.8
2018  75  5 26   477.8   6.00   1.69   8.6
2018  75  5 27   473.4   5.87   1.54   8.5
2018  75  5 28   474.2   5.76   1.50   8.4
2018  75  5 29   477.4   5.26   1.23   8.0
2018  75  5 30   477.4   5.26   1.24   8.1
2018  75  5 31   481.6   5.45   1.38   8.5
2018  75  5 32   481.6   5.43   1.44   8.5
2018  75  5 33   479.7   5.61   1.55   8.6
2018  75  5 34   476.7   5.95   1.64   8.8
2018  75  5 35   478.7   5.97   1.51   8.9
2018  75  5 36   478.8   5.95   1.51   8.9
2018  75  5 37   479.8   5.69   1.50   8.8
2018  75  5 38   480.3   5.72   1.54   8.8
2018  75  5 39   480.5   5.76   1.57   8.9
2018  75  5 40   478.8   5.81   1.67   9.0
2018  75  5 41   477.0   6.04   1.78   9.1
2018  75  5 42   475.7   6.22   1.84   9.1
2018  75  5 43   477.3   5.86   1.63   9.1
2018  75  5 44   476.7   5.84   1.66   9.1
2018  75  5 45   475.1   5.78   1.74   9.0
2018  75  5 46   479.4   5.66   1.81   9.1
2018  75  5 47   479.4   5.66   1.79   9.0
2018  75  5 48   473.6   5.42   1.69   8.6
2018  75  5 49   473.7   5.49   1.61   8.6
2018  75  5 50   471.3   5.54   1.81   9.0
2018  75  5 51   470.6   5.54   1.84   8.9
2018  75  5 52 99999.9 999.99 999.99 999.9
2018  75  5 53   471.5   5.32   1.65   8.6
2018  75  5 54   470.9   5.77   1.90   9.1
2018  75  5 55   473.0   5.86   2.03   9.4
2018  75  5 56   471.3   6.13   2.13   9.5
2018  75  5 57   474.8   5.83   1.79   9.2
2018  75  5 58   472.5   5.81   1.76   9.2
2018  75  5 59   472.5   5.74   1.71   9.1
